# x, y, y uncertainty
0.000000000000000000e+00,2.916476642536955377e-02,4.270111958205850822e-02
1.694915254237288060e-01,8.773142220691455828e-02,4.204401084404957301e-02
3.389830508474576121e-01,1.640607584911234484e-01,4.306883389540361318e-02
5.084745762711864181e-01,2.077982033938588213e-01,3.424304225679206809e-02
6.779661016949152241e-01,2.205625550663678491e-01,4.114596019393028381e-02
8.474576271186440302e-01,1.143274952297494013e-01,5.364037958012227852e-02
1.016949152542372836e+00,2.037289790640854081e-01,5.163357146011659377e-02
1.186440677966101642e+00,1.626230816638198073e-01,5.340683418616640893e-02
1.355932203389830448e+00,1.514422923949423350e-01,3.641237562501001279e-02
1.525423728813559254e+00,9.061257898268537669e-02,3.264916732884676903e-02
1.694915254237288060e+00,6.732084285089384723e-02,4.298338745347581730e-02
1.864406779661016866e+00,1.574252573507629038e-01,4.609622433847104100e-02
2.033898305084745672e+00,1.067145969187619642e-01,5.406980109252162991e-02
2.203389830508474478e+00,3.427403692314263256e-02,3.236942612939409936e-02
2.372881355932203284e+00,3.326621705964204895e-02,3.562071312824923591e-02
2.542372881355932090e+00,1.167658537365007937e-02,4.058696685259240849e-02
2.711864406779660897e+00,8.001872277302440883e-02,4.512405563007959586e-02
2.881355932203389703e+00,-3.111219481155626590e-02,4.441664224022832258e-02
3.050847457627118509e+00,-6.311832295316270602e-02,3.489596596667420697e-02
3.220338983050847315e+00,-2.683534315897900466e-02,4.329892364808776012e-02
3.389830508474576121e+00,-7.163875648004726371e-02,5.486911543047604672e-02
3.559322033898304927e+00,-4.850919432397036990e-02,4.629660420361876583e-02
3.728813559322033733e+00,-5.237046641415833009e-02,4.323918985644185226e-02
3.898305084745762539e+00,-8.737532756913465870e-02,4.546707110226435450e-02
4.067796610169491345e+00,-7.456859553538429386e-02,3.626044137401351897e-02
4.237288135593219707e+00,-3.937612669998488690e-02,5.411948476622232412e-02
4.406779661016948957e+00,-6.937167564797838692e-02,5.430849645094737443e-02
4.576271186440678207e+00,-1.261294927265167731e-01,4.408358372359988397e-02
4.745762711864406569e+00,-1.042698043339472525e-02,3.049407040052432016e-02
4.915254237288134931e+00,-2.070010670050532325e-02,4.240115012697630303e-02
5.084745762711864181e+00,-9.541216894470713750e-02,5.065802235951843285e-02
5.254237288135593431e+00,-8.813187085974738544e-02,5.323731751486539265e-02
5.423728813559321793e+00,3.259917922911831356e-03,3.422937566225026790e-02
5.593220338983050155e+00,-6.874962485138834400e-02,3.436040439233497418e-02
5.762711864406779405e+00,1.313259739834572032e-02,5.041418860449587563e-02
5.932203389830508655e+00,-3.097395970806611151e-02,3.923532571901874877e-02
6.101694915254237017e+00,-5.121574652193187915e-02,5.247600099154587500e-02
6.271186440677965379e+00,-6.270711318615936058e-02,5.312762717325252015e-02
6.440677966101694629e+00,5.859533149588438961e-02,3.875506809066042724e-02
6.610169491525423879e+00,4.345100775244386399e-02,5.187432221114797459e-02
6.779661016949152241e+00,-2.030334263760212241e-02,4.057690079688182350e-02
6.949152542372880603e+00,6.501579465681957271e-02,4.362359274682826166e-02
7.118644067796609853e+00,7.559877764439688896e-02,4.605765943011685265e-02
7.288135593220339103e+00,1.296199777484651969e-02,4.921024315202190968e-02
7.457627118644067465e+00,8.408172117967797898e-02,4.064068926152698824e-02
7.627118644067795827e+00,1.043440285862244354e-01,3.619665132564660326e-02
7.796610169491525077e+00,8.856919582091468679e-02,4.511365631160745709e-02
7.966101694915254328e+00,-4.115734462293915014e-02,4.891569966177049950e-02
8.135593220338982690e+00,9.400426054650606877e-02,4.674816561994223768e-02
8.305084745762711051e+00,9.666952601633563291e-02,4.935551701102805500e-02
8.474576271186439413e+00,2.697405932316111754e-02,5.485209201613111540e-02
8.644067796610169552e+00,3.688338059768218880e-02,3.084571000328182461e-02
8.813559322033897914e+00,2.843118996058070433e-02,3.558124541296696364e-02
8.983050847457626276e+00,-3.273616114897830859e-02,4.163021121507996802e-02
9.152542372881356414e+00,-1.094340809503590098e-03,3.588615222988414399e-02
9.322033898305084776e+00,-4.626117117628040371e-02,4.569296534331148546e-02
9.491525423728813138e+00,-4.019221925998663070e-02,5.255784337926827643e-02
9.661016949152541500e+00,-5.793498900663324874e-02,3.413928792871943896e-02
9.830508474576269862e+00,1.395328757556879573e-03,3.551126177639279957e-02
1.000000000000000000e+01,5.504077126312769547e-02,5.289866173409513844e-02
