# x, y, y uncertainty
0.000000000000000000e+00,-1.154938770026310069e+00,2.461170268381631221e+00
2.040816326530612290e-01,7.626923830958072248e-01,2.069812788980976315e+00
4.081632653061224580e-01,-3.950965120803123121e+00,1.440728309333163537e+00
6.122448979591836871e-01,-3.047449501413604711e+00,1.489877245867359701e+00
8.163265306122449161e-01,-2.177602672359002511e-02,2.992633647814658460e+00
1.020408163265306145e+00,-3.558723824498827959e+00,2.092316018669118094e+00
1.224489795918367374e+00,-3.892459697005010710e+00,2.399985763455782628e+00
1.428571428571428603e+00,-5.179823206173518990e+00,1.593765151501575605e+00
1.632653061224489832e+00,-1.721164375416238457e+00,2.030204722224184355e+00
1.836734693877551061e+00,-9.259797635875886002e-01,2.251798374913487333e+00
2.040816326530612290e+00,-6.463544232194235128e+00,2.619268978961338590e+00
2.244897959183673741e+00,-2.575012925445445688e+00,1.283629068668306950e+00
2.448979591836734748e+00,-1.684197397562784637e+00,1.296249934698236128e+00
2.653061224489795755e+00,-1.840909942468661242e+00,2.302107072728959647e+00
2.857142857142857206e+00,-6.351541527739843040e+00,2.676795046592643335e+00
3.061224489795918657e+00,-2.057717326187878726e+00,1.691790356450468380e+00
3.265306122448979664e+00,-5.819604493674384926e+00,1.132911389273366876e+00
3.469387755102040671e+00,-5.632412378257168228e+00,1.116900484561890838e+00
3.673469387755102122e+00,-3.218738680181589373e+00,2.738504688813008237e+00
3.877551020408163573e+00,-5.623260563757193964e+00,2.860174017195472373e+00
4.081632653061224580e+00,-3.377029193800415108e+00,1.233052736529511417e+00
4.285714285714285587e+00,-3.462159218548717110e+00,1.327896512936799223e+00
4.489795918367347483e+00,-2.576921472553272530e+00,2.683921245855087179e+00
4.693877551020408490e+00,-1.286879407600766356e+00,2.789937111613082443e+00
4.897959183673469497e+00,-8.463607527435903499e-01,2.386138738078829924e+00
5.102040816326530503e+00,-3.180494336059682681e-01,2.028867688472443032e+00
5.306122448979591510e+00,-1.431941274902013284e-01,2.300082298071829179e+00
5.510204081632653406e+00,3.983364365825816655e+00,2.382819617503668219e+00
5.714285714285714413e+00,4.344934052578391714e+00,1.215795912885210939e+00
5.918367346938775420e+00,3.531331861393139704e+00,1.340578711280524082e+00
6.122448979591837315e+00,8.439632706407120821e+00,2.910291304448942906e+00
6.326530612244898322e+00,1.023898451474095950e+01,2.562169007361858597e+00
6.530612244897959329e+00,1.288547586083441487e+01,2.083037654668209004e+00
6.734693877551020336e+00,1.299308149291425174e+01,2.161597331925634968e+00
6.938775510204081343e+00,1.737347527444514128e+01,2.747523685677554450e+00
7.142857142857143238e+00,2.132013565529006627e+01,2.976495018526996716e+00
7.346938775510204245e+00,2.325523127992968853e+01,1.689838400662136308e+00
7.551020408163265252e+00,2.670156409021586441e+01,1.445261822393820506e+00
7.755102040816327147e+00,2.542446407548932541e+01,2.366710852654224873e+00
7.959183673469388154e+00,3.377047746171924558e+01,1.678980234474101163e+00
8.163265306122449161e+00,3.227068271616606410e+01,1.769622992483800950e+00
8.367346938775510168e+00,4.108882437703165635e+01,2.253285482448712962e+00
8.571428571428571175e+00,4.219723381553036745e+01,2.635104586355523359e+00
8.775510204081632182e+00,4.915527718078563169e+01,2.961410380151848099e+00
8.979591836734694965e+00,4.916366598615744721e+01,1.027169763626258447e+00
9.183673469387755972e+00,5.810192498565419328e+01,2.476380941006206537e+00
9.387755102040816979e+00,6.245974969709678248e+01,1.492917993102825136e+00
9.591836734693877986e+00,6.265600206598528388e+01,1.718451104399592477e+00
9.795918367346938993e+00,6.888904323294734411e+01,1.839192849711053235e+00
1.000000000000000000e+01,7.857872860892369715e+01,1.648193589213539756e+00
