# x, y, y uncertainty
-1.000000000000000000e+01,-3.813819043057922897e+01,1.592118057221690197e+00
-9.797979797979797567e+00,-3.781751468883397393e+01,1.336465332040579712e+00
-9.595959595959595134e+00,-3.050615407246992561e+01,1.508234192131510998e+00
-9.393939393939394478e+00,-2.562121660587362015e+01,1.904228788089658675e+00
-9.191919191919192045e+00,-2.254087800000954189e+01,1.254775800913423556e+00
-8.989898989898989612e+00,-2.131941298009994412e+01,1.006242066204016128e+00
-8.787878787878787179e+00,-1.251333374101114515e+01,1.310280210509928711e+00
-8.585858585858586522e+00,-1.464349433562271763e+01,2.476804619800807572e+00
-8.383838383838384090e+00,-9.398835406495098965e+00,1.679813424057344129e+00
-8.181818181818181657e+00,-3.835447443753309926e+00,1.384225895661426620e+00
-7.979797979797979224e+00,-1.772353038568396322e+00,2.080807821032941263e+00
-7.777777777777777679e+00,-9.378625883280524711e-01,1.411151911580461604e+00
-7.575757575757576134e+00,-1.993569781674215946e-01,2.475732252201303218e+00
-7.373737373737373701e+00,6.355418578565455334e+00,1.709861187567129015e+00
-7.171717171717171269e+00,3.556898976354224473e+00,1.162985471351485112e+00
-6.969696969696969724e+00,7.091342758123721168e+00,2.054117698713969098e+00
error,1.040261815492618069e+01,2.110366025170792970e+00
-6.565656565656565746e+00,1.310885888053339698e+01,1.208902395964174703e+00
-6.363636363636363313e+00,1.435512512674161911e+01,1.450305156185191624e+00
-6.161616161616161769e+00,1.061708566883138083e+01,1.965927242463086921e+00
-5.959595959595959336e+00,1.721828321460969136e+01,2.308069073134199289e+00
-5.757575757575757791e+00,1.844566409384492189e+01,1.924191803874870654e+00
-5.555555555555555358e+00,1.678114049435715671e+01,2.318727987573924398e+00
-5.353535353535353813e+00,1.798956898175330821e+01,1.637926113098728376e+00
-5.151515151515151381e+00,1.932858437521635508e+01,2.334918948711463660e+00
-4.949494949494949836e+00,2.028828514037194708e+01,2.060105536948949378e+00
-4.747474747474747403e+00,1.765988433282517889e+01,1.256212047967684597e+00
-4.545454545454545858e+00,1.992007462983104205e+01,2.004212674186829801e+00
